title,author,description,rating,genres,shelves,image_book,url
"It Ain't Me, Babe",Tillie Cole,"Sinning never felt so good… A fortuitous encounter. A meeting that should never have happened.

Many years ago, two children from completely different worlds forged a connection, a fateful connection, an unbreakable bond that would change their lives forever…

Salome knows only one way to live—under Prophet David’s rule. In the commune she calls home, Salome knows nothing of life beyond her strict faith, nor of life beyond the Fence—the fence that cages her, keeps her trapped in an endless cycle of misery. A life she believes she is destined to always lead, until a horrific event sets her free.

Fleeing the absolute safety of all she has ever known, Salome is thrust into the world outside, a frightening world full of uncertainty and sin; into the protective arms of a person she believed she would never see again.

River ‘Styx’ Nash knows one thing for certain in life—he was born and bred to wear a cut. Raised in a turbulent world of sex, Harleys, and drugs, Styx, unexpectedly has the heavy burden of the Hades Hangmen gavel thrust upon him, and all at the ripe old age of twenty-six—much to his rivals’ delight.

Haunted by a crushing speech impediment, Styx quickly learns to deal with his haters. Powerful fists, an iron jaw and the skillful use of his treasured German blade has earned him a fearsome reputation as a man not to be messed with in the shadowy world of outlaw MC’s. A reputation that successfully keeps most people far, far away.

Styx has one rule in life—never let anyone get too close. It’s a plan that he has stuck to for years, that is, until a young woman is found injured on his lot… a woman who looks uncannily familiar, a woman who clearly does not belong in his world, yet a woman he feels reluctant to let go…

The Hades Hangmen series has been taken down from Amazon and is no longer for sale.
Show more",4.04,"['Romance', 'Dark Romance', 'Dark', 'Contemporary', 'Abuse', 'Contemporary Romance', 'New Adult']","['to-read', 'currently-reading', 'romance', 'dark-romance', 'favorites', 'mc', 'dark']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1398707039i/22020052.jpg,https://www.goodreads.com/book/show/22020052-it-ain-t-me-babe
Tears of Tess,Pepper Winters,"“My life was complete. Happy, content, everything neat and perfect.
Then it all changed.
I was sold.”

Tess Snow has everything she ever wanted: one more semester before a career in property development, a loving boyfriend, and a future dazzling bright with possibility.

For their two year anniversary, Brax surprises Tess with a romantic trip to Mexico. Sandy beaches, delicious cocktails, and soul-connecting sex set the mood for a wonderful holiday. With a full heart, and looking forward to a passion filled week, Tess is on top of the world.

But lusty paradise is shattered.

Kidnapped. Drugged. Stolen. Tess is forced into a world full of darkness and terror.

Captive and alone with no savior, no lover, no faith, no future, Tess evolves from terrified girl to fierce fighter. But no matter her strength, it can’t save her from the horror of being sold.

Can Brax find Tess before she’s broken and ruined, or will Tess’s new owner change her life forever?

Show more",3.99,"['Dark', 'Dark Romance', 'Romance', 'BDSM', 'Erotica', 'Contemporary', 'Abuse']","['to-read', 'currently-reading', 'dark', 'dark-romance', 'favorites', 'romance', 'bdsm']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1372821993i/18134894.jpg,https://www.goodreads.com/book/show/18134894-tears-of-tess
On Writing: A Memoir of the Craft,Stephen King,"""Long live the King"" hailed Entertainment Weekly upon the publication of Stephen King's On Writing. Part memoir, part master class by one of the bestselling authors of all time, this superb volume is a revealing and practical view of the writer's craft, comprising the basic tools of the trade every writer must have. King's advice is grounded in his vivid memories from childhood through his emergence as a writer, from his struggling early career to his widely reported near-fatal accident in 1999 -- and how the inextricable link between writing and living spurred his recovery. Brilliantly structured, friendly and inspiring, On Writing will empower and entertain everyone who reads it -- fans, writers, and anyone who loves a great story well told.
(back cover)
Show more",4.34,"['Nonfiction', 'Writing', 'Memoir', 'Biography', 'Audiobook', 'Reference', 'Autobiography']","['to-read', 'currently-reading', 'non-fiction', 'writing', 'nonfiction', 'favorites', 'memoir']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1436735207i/10569.jpg,https://www.goodreads.com/book/show/10569.On_Writing
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Which is more dangerous, a gun or a swimming pool? What do schoolteachers and sumo wrestlers have in common? Why do drug dealers still live with their moms? How much do parents really matter? What kind of impact did Roe v. Wade have on violent crime? Freakonomics will literally redefine the way we view the modern world.

These may not sound like typical questions for an economist to ask. But Steven D. Levitt is not a typical economist. He is a much heralded scholar who studies the stuff and riddles of everyday life -- from cheating and crime to sports and child rearing -- and whose conclusions regularly turn the conventional wisdom on its head. He usually begins with a mountain of data and a simple, unasked question. Some of these questions concern life-and-death issues; others have an admittedly freakish quality. Thus the new field of study contained in this book: freakonomics.

Through forceful storytelling and wry insight, Levitt and co-author Stephen J. Dubner show that economics is, at root, the study of incentives -- how people get what they want, or need, especially when other people want or need the same thing. In Freakonomics, they set out to explore the hidden side of ... well, everything. The inner workings of a crack gang. The truth about real-estate agents. The myths of campaign finance. The telltale marks of a cheating schoolteacher. The secrets of the Ku Klux Klan.

What unites all these stories is a belief that the modern world, despite a surfeit of obfuscation, complication, and downright deceit, is not impenetrable, is not unknowable, and -- if the right questions are asked -- is even more intriguing than we think. All it takes is a new way of looking. Steven Levitt, through devilishly clever and clear-eyed thinking, shows how to see through all the clutter.

Freakonomics establishes this unconventional premise: If morality represents how we would like the world to work, then economics represents how it actually does work. It is true that readers of this book will be armed with enough riddles and stories to last a thousand cocktail parties. But Freakonomics can provide more than that. It will literally redefine the way we view the modern world.
(front flap)
Show more",4.01,"['Nonfiction', 'Economics', 'Business', 'Science', 'Psychology', 'Sociology', 'Finance']","['to-read', 'currently-reading', 'non-fiction', 'economics', 'nonfiction', 'business', 'favorites']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1550917827i/1202.jpg,https://www.goodreads.com/book/show/1202.Freakonomics
The Midnight Library,Matt Haig,"Between life and death there is a library.

When Nora Seed finds herself in the Midnight Library, she has a chance to make things right. Up until now, her life has been full of misery and regret. She feels she has let everyone down, including herself. But things are about to change.

The books in the Midnight Library enable Nora to live as if she had done things differently. With the help of an old friend, she can now undo every one of her regrets as she tries to work out her perfect life. But things aren't always what she imagined they'd be, and soon her choices place the library and herself in extreme danger.

Before time runs out, she must answer the ultimate question: what is the best way to live?
Show more",3.98,"['Fiction', 'Fantasy', 'Book Club', 'Audiobook', 'Contemporary', 'Magical Realism', 'Science Fiction']","['to-read', 'currently-reading', 'fiction', '2021', 'fantasy', 'favorites', '2023']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1602190253i/52578297.jpg,https://www.goodreads.com/book/show/52578297-the-midnight-library
A Dead and Stormy Night,Steffanie Holmes,"Book boyfriends may do it better, but they're more trouble than they're worth.

After being fired from my dream fashion job, I return home to my village under a cloud of failure and take a job at the quaint Nevermore Bookshop. I'm hoping for an easy few months while I get my life together.

But this is no ordinary bookshop.

A mysterious curse on Nevermore brings infamous fictional villains from classic literature to life in the real world.

My ""easy"" job involves rescuing customers from a 6foot4, grumpy, tattooed Heathcliff, drinking tea and evading the authorities with sophisticated villain Moriarty, and making art with Edgar Allen Poe’s shy, cheeky, raven shifter, Quoth.

As if that isn’t crazy enough, my ex-best friend shows up dead with a knife in her back, and I’m the chief suspect. I’m going to have to Agatha Christie this shiz if I want to clear my name.

Oh, and those three fictional villains?

They like to share…

The Nevermore Bookshop Mysteries are what you get when all your book boyfriends come to life. Join a brooding antihero, a master criminal, a cheeky raven, and a heroine with a big heart (and an even bigger book collection) in this spicy cozy fantasy series by USA Today bestselling author Steffanie Holmes.

Love interests are famous villains from classic literatureMagical bookshopDisabled rep from a blind authorGrumpy/sunshine, they fall firstRaven shifterMysteries to solveMorally grey book boyfriendsKooky, spooky humor
Show more",3.91,"['Fantasy', 'Romance', 'Reverse Harem', 'Mystery', 'Paranormal', 'Magic', 'Paranormal Romance']","['to-read', 'currently-reading', 'fantasy', 'romance', 'reverse-harem', 'mystery', 'paranormal']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1547670709i/43594238.jpg,https://www.goodreads.com/book/show/43594238-a-dead-and-stormy-night
How to Win Friends & Influence People,Dale Carnegie,"You can go after the job you want...and get it! You can take the job you have...and improve it! You can take any situation you're in...and make it work for you!

Since its release in 1936, How to Win Friends and Influence People has sold more than 30 million copies. Dale Carnegie's first book is a timeless bestseller, packed with rock-solid advice that has carried thousands of now famous people up the ladder of success in their business and personal lives.

As relevant as ever before, Dale Carnegie's principles endure, and will help you achieve your maximum potential in the complex and competitive modern age.

Learn the six ways to make people like you, the twelve ways to win people to your way of thinking, and the nine ways to change people without arousing resentment.
Show more",4.22,"['Self Help', 'Nonfiction', 'Business', 'Psychology', 'Personal Development', 'Leadership', 'Communication']","['to-read', 'currently-reading', 'self-help', 'non-fiction', 'business', 'psychology', 'self-improvement']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442726934i/4865.jpg,https://www.goodreads.com/book/show/4865.How_to_Win_Friends_Influence_People
Veronika Decides to Die,Paulo Coelho,"In his latest international bestseller, the celebrated author of The Alchemist addresses the fundamental questions asked by millions: What am I doing here today? and Why do I go on living?
Twenty-four-year-old Veronika seems to have everything she could wish for: youth and beauty, plenty of attractive boyfriends, a fulfilling job, and a loving family. Yet something is lacking in her life. Inside her is a void so deep that nothing could possibly ever fill it. So, on the morning of November 11, 1997, Veronika decides to die. She takes a handful of sleeping pills expecting never to wake up.
Show more",3.73,"['Fiction', 'Contemporary', 'Philosophy', 'Novels', 'Psychology', 'Mental Health', 'Romance']","['to-read', 'currently-reading', 'fiction', 'favorites', 'paulo-coelho', 'owned', 'contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348139939i/1431.jpg,https://www.goodreads.com/book/show/1431.Veronika_Decides_to_Die
The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith Jr.,"From the Introduction:

The Book of Mormon is a volume of holy scripture comparable to the Bible. It is a record of God's dealings with the ancient inhabitants of the Americas and contains, as does the Bible, the fulness of the everlasting gospel.

The book was written by many ancient prophets by the spirit of prophecy and revelation. Their words, written on gold plates, were quoted and abridged by a prophet-historian named Mormon. The record gives an account of two great civilizations. One came from Jerusalem in 600 B.C., and afterward separated into two nations, known as the Nephites and the Lamanites. The other came much earlier when the Lord confounded the tongues at the Tower of Babel. Thsi group is known as the Jaredites. After thousands of years, all were destroyed except the Lamanites, and they are the principal ancestors of the American Indians.

The crowning event recorded in the Book of Mormon is the personal ministry of the Lord Jesus Christ among the Nephites soon after his resurrection. It puts forth the doctrines of the gospel, outlines the plan of salvation, and tells men what they must do to gain peace in this life and eternal salvation in the life to come.

After Mormon completed his writings, he delivered the account to his son Moroni, who added a few words of his own and hid up the plates in the hill Cumorah. On September 21, 1823, the same Moroni, the a glorified, resurrected being, appeared to the Prophet Joseph Smith and instructed him relative to the ancient record and its destined translation into the English language.

In due course the plates were delivered to Joseph Smith, who translated them by the gift and power of God. The record is now published in many languages as a new and additional witness that Jesus Christ is the Son of the living God and that all who will come unto him and obey the laws and ordinances of his gospel may be saved.

Concerning this record the Prophet Joseph Smith said: ""I told the brethren that the Book of Mormon was the most correct of any book on earth, and the keystone of our religion, and a man would get nearer to God by abiding by its precepts, than by any other book.""

In addition to Joseph Smith, the Lord provided for eleven others to see the gold plates for themselves and to be special witnesses of the truth and divinity of the Book of Mormon. Their written testimonies are included herewith as ""The Testimony of Three Witnesses"" and ""The Testimony of Eight Witnesses.""

We invite all men everywhere to read the Book of Mormon, to ponder in their hearts the message it contains, and then to ask God, the Eternal Father, in the name of Christ if the book is true. Those who pursue this course an ask in faith will gain a testimony of its truth and divinity by the power of the Holy Ghost. (See Moroni 10: 3-5)

Those who gain this divine witness from the Holy Spirit will also come to know by the same power that Jesus Christ is the Savior of the world, that Joseph Smith is his revelator and prophet in these last days, and that The Church of Jesus Christ of Latter-day Saints is the Lord's kingdom once again established on the earth, preparatory to the second coming of the Messiah.
Show more",4.24,"['Religion', 'Nonfiction', 'Lds', 'Church', 'Spirituality', 'History', 'Classics']","['to-read', 'currently-reading', 'favorites', 'religious', 'non-fiction', 'lds', 'own']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327389004i/323355.jpg,https://www.goodreads.com/book/show/323355.The_Book_of_Mormon
A Heartbreaking Work of Staggering Genius,Dave Eggers,"A book that redefines both family and narrative for the twenty-first century. A Heartbreaking Work of Staggering Genius is the moving memoir of a college senior who, in the space of five weeks, loses both of his parents to cancer and inherits his eight-year-old brother. Here is an exhilarating debut that manages to be simultaneously hilarious and wildly inventive as well as a deeply heartfelt story of the love that holds a family together.

A Heartbreaking Work of Staggering Genius is an instant classic that will be read for decades to come.
Show more",3.69,"['Fiction', 'Contemporary', 'Book Club', 'Literature', 'Humor', 'Novels', 'Biography Memoir']","['to-read', 'currently-reading', 'fiction', 'memoir', 'favorites', 'non-fiction', 'nonfiction']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327714834i/4953.jpg,https://www.goodreads.com/book/show/4953.A_Heartbreaking_Work_of_Staggering_Genius
Inara,A.R. Merrydew,"The third book in the series, ‘Inara’, prepares the reader for the aftermath of Godfrey, and his friends success in defeating the Mainframe. With it’s iron grip choked out of existence, Tarquin’s control over the androids had been removed forever.

But the death of a human subsequently gave rise to the question. Would the masses ever trust Artificial Intelligence again?

When Nine and the other androids voted to leave Llar behind, the rioting started shortly after their departure. Where it would lead to was anyone’s guess.
Except for one man, and an ethereal green hologram in the Grand Plaza.

As Godfrey reflected on his excursion into the future, he knew. And there was nothing he could do to stop it. While the old hologram stood and watched the hoards destroying their heritage, the clock was ticking.

Time was running out.
Show more",4.36,"['Novels', 'Book Club', 'Space', 'Science Fiction Fantasy', 'Science Fiction', 'Young Adult', 'Teen']","['to-read', 'novels', 'faves', 'favorites', 'book-club', 'i-own', 're-read']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1719253079i/215186841.jpg,https://www.goodreads.com/book/show/215186841-inara
Corelli’s Mandolin,Louis de Bernières,"Captain Corelli’s Mandolin is set in the early days of the second world war, before Benito Mussolini invaded Greece. Dr Iannis practices medicine on the island of Cephalonia, accompanied by his daughter, Pelagia, to whom he imparts much of his healing art. Even when the Italians do invade, life isn’t so bad—at first anyway. The officer in command of the Italian garrison is the cultured Captain Antonio Corelli, who responds to a Nazi greeting of “Heil Hitler” with his own “Heil Puccini”, and whose most precious possession is his mandolin. It isn't long before Corelli and Pelagia are involved in a heated affair--despite her engagement to a young fisherman, Mandras, who has gone off to join Greek partisans. Love is complicated enough in wartime, even when the lovers are on the same side. And for Corelli and Pelagia, it becomes increasingly difficult to negotiate the minefield of allegiances, both personal and political, as all around them atrocities mount, former friends become enemies and the ugliness of war infects everyone it touches.

British author Louis de Bernières is well known for his forays into magical realism in such novels as The War of Don Emmanuel's Nether Parts, Señor Vivo and the Coca Lord and The Troublesome Offspring of Cardinal Guzman. Here he keeps it to a minimum, though certainly the secondary characters with whom he populates his island—the drunken priest, the strongman, the fisherman who swims with dolphins—would be at home in any of his wildly imaginative Latin American fictions. Instead, de Bernières seems interested in dissecting the nature of history as he tells his ever-darkening tale from many different perspectives. Captain Corelli’s Mandolin works on many levels, as a love story, a war story and a deconstruction of just what determines the facts that make it into the history books.
Show more",4.03,"['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'War', 'Greece', 'Historical']","['to-read', 'currently-reading', 'fiction', 'historical-fiction', 'favorites', 'romance', 'classics']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1479680795i/3388.jpg,https://www.goodreads.com/book/show/3388.Corelli_s_Mandolin
Scythe,Neal Shusterman,"Thou shalt kill.

A world with no hunger, no disease, no war, no misery. Humanity has conquered all those things, and has even conquered death. Now scythes are the only ones who can end life—and they are commanded to do so, in order to keep the size of the population under control.

Citra and Rowan are chosen to apprentice to a scythe—a role that neither wants. These teens must master the “art” of taking life, knowing that the consequence of failure could mean losing their own.

Show more",4.32,"['Fantasy', 'Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Audiobook', 'Romance']","['to-read', 'currently-reading', 'favorites', 'fantasy', 'young-adult', 'dystopian', 'physical-tbr']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1456172676i/28954189.jpg,https://www.goodreads.com/book/show/28954189-scythe
Prodigy,Marie Lu,"Injured and on the run, it has been seven days since June and Day barely escaped Los Angeles and the Republic with their lives. Day is believed dead having lost his own brother to an execution squad who thought they were assassinating him. June is now the Republic's most wanted traitor. Desperate for help, they turn to the Patriots - a vigilante rebel group sworn to bring down the Republic. But can they trust them or have they unwittingly become pawns in the most terrifying of political games?",4.22,"['Dystopia', 'Young Adult', 'Romance', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure']","['to-read', 'currently-reading', 'dystopian', 'favorites', 'young-adult', 'dystopia', 'ya']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1336254717i/13414446.jpg,https://www.goodreads.com/book/show/13414446-prodigy
The Alienist,Caleb Carr,"The year is 1896, the place, New York City. On a cold March night New York Times reporter John Schuyler Moore is summoned to the East River by his friend and former Harvard classmate Dr. Laszlo Kreizler, a psychologist, or ""alienist."" On the unfinished Williamsburg Bridge, they view the horribly mutilated body of an adolescent boy, a prostitute from one of Manhattan's infamous brothels.

The newly appointed police commissioner, Theodore Roosevelt, in a highly unorthodox move, enlists the two men in the murder investigation, counting on the reserved Kreizler's intellect and Moore's knowledge of New York's vast criminal underworld. They are joined by Sara Howard, a brave and determined woman who works as a secretary in the police department. Laboring in secret (for alienists, and the emerging discipline of psychology, are viewed by the public with skepticism at best), the unlikely team embarks on what is a revolutionary effort in criminology-- amassing a psychological profile of the man they're looking for based on the details of his crimes. Their dangerous quest takes them into the tortured past and twisted mind of a murderer who has killed before--and will kill again before the hunt is over.

Fast-paced and gripping, infused with a historian's exactitude, The Alienist conjures up the Gilded Age and its untarnished underside: verminous tenements and opulent mansions, corrupt cops and flamboyant gangsters, shining opera houses and seamy gin mills. Here is a New York during an age when questioning society's belief that all killers are born, not made, could have unexpected and mortal consequences.
Show more",4.06,"['Historical Fiction', 'Mystery', 'Fiction', 'Thriller', 'Crime', 'Historical', 'Mystery Thriller']","['to-read', 'currently-reading', 'historical-fiction', 'mystery', 'fiction', 'favorites', 'thriller']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388256626i/40024.jpg,https://www.goodreads.com/book/show/40024.The_Alienist
A Winter Grave,Peter May,"It is the year 2051. Warnings of climate catastrophe have been ignored, and vast areas of the planet are under water, or uninhabitably hot. A quarter of the world's population has been displaced by hunger and flooding, and immigration wars are breaking out around the globe as refugees pour into neighboring countries.

By contrast, melting ice sheets have brought the Gulf Stream to a halt and northern latitudes, including Scotland, are being hit by snow and ice storms. It is against this backdrop that Addie, a young meteorologist checking a mountain top weather station, discovers the body of a man entombed in ice.

The dead man is investigative reporter, George Younger, missing for three months after vanishing during what he claimed was a hill-walking holiday. But Younger was no hill walker, and his discovery on a mountain-top near the Highland village of Kinlochleven, is inexplicable.

Cameron Brodie, a veteran Glasgow detective, volunteers to be flown north to investigate Younger's death, but he has more than a murder enquiry on his agenda. He has just been given a devastating medical prognosis by his doctor and knows the time has come to face his estranged daughter who has made her home in the remote Highland village.

Arriving during an ice storm, Brodie and pathologist Dr. Sita Roy, find themselves the sole guests at the inappropriately named International Hotel, where Younger's body has been kept refrigerated in a cake cabinet. But evidence uncovered during his autopsy places the lives of both Brodie and Roy in extreme jeopardy.

As another storm closes off communications and the possibility of escape, Brodie must face up not only to the ghosts of his past, but to a killer determined to bury forever the chilling secret that George Younger's investigations had threatened to expose.
Show more",4.07,"['Crime', 'Mystery', 'Thriller', 'Fiction', 'Novels', 'Suspense', 'Dark']","['to-read', 'currently-reading', 'crime', 'mystery', '2024', 'thriller', 'fiction']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1671083731i/67998095.jpg,https://www.goodreads.com/book/show/67998095-a-winter-grave
Digital Fortress,Dan Brown,"This an alternate cover for 9780552151696

When the NSA's invincible code-breaking machine encounters a mysterious code it cannot break, the agency calls its head cryptographer, Susan Fletcher, a brilliant and beautiful mathematician. What she uncovers sends shock waves through the corridors of power. The NSA is being held hostage...not by guns or bombs, but by a code so ingeniously complex that if released it would cripple U.S. intelligence.

Caught in an accelerating tempest of secrecy and lies, Susan Fletcher battles to save the agency she believes in. Betrayed on all sides, she finds herself fighting not only for her country but for her life, and in the end, for the life of the man she loves.

From the underground hallways of power to the skyscrapers of Tokyo to the towering cathedrals of Spain, a desperate race unfolds. It is a battle for survival--a crucial bid to destroy a creation of inconceivable genius...an impregnable code-writing formula that threatens to obliterate the post-cold war balance of power. Forever.
Show more",3.70,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Crime', 'Science Fiction']","['to-read', 'currently-reading', 'fiction', 'thriller', 'dan-brown', 'mystery', 'owned']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1360095966i/11125.jpg,https://www.goodreads.com/book/show/11125.Digital_Fortress
Something Wicked This Way Comes,Ray Bradbury,"One of Ray Bradbury’s best-known and most popular novels, Something Wicked This Way Comes, now featuring a new introduction and material about its longstanding influence on culture and genre.

For those who still dream and remember, for those yet to experience the hypnotic power of its dark poetry, step inside. The show is about to begin. Cooger & Dark’s Pandemonium Shadow Show has come to Green Town, Illinois, to destroy every life touched by its strange and sinister mystery. The carnival rolls in sometime after midnight, ushering in Halloween a week early. A calliope’s shrill siren song beckons to all with a seductive promise of dreams and youth regained. Two boys will discover the secret of its smoke, mazes, and mirrors; two friends who will soon know all too well the heavy cost of wishes…and the stuff of nightmares.

Few novels have endured in the heart and memory as has Ray Bradbury’s unparalleled literary masterpiece . Scary and suspenseful, it is a timeless classic in the American canon.
Show more",3.90,"['Horror', 'Fantasy', 'Fiction', 'Classics', 'Science Fiction', 'Young Adult', 'Book Club']","['to-read', 'currently-reading', 'horror', 'fantasy', 'fiction', 'classics', 'favorites']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1409596011i/248596.jpg,https://www.goodreads.com/book/show/248596.Something_Wicked_This_Way_Comes
The Girl in the Eagle's Talons,Karin Smirnoff,"Lisbeth Salander returns, in a trailblazing new installment to the best-selling Millennium series.

Change is coming to Sweden’s far north: its untapped natural resources are sparking a gold rush with the criminal underworld leading the charge. But it’s not the prospect of riches that brings Lisbeth Salander to the small town of Gasskas. She has been named guardian to her niece Svala, whose mother has disappeared. Two things soon become clear: Svala is a remarkably gifted teenager—and she’s being watched.

Mikael Blomkvist is also heading north. He has seen better days. Millennium magazine is in its final print issue, and relations with his daughter are strained. Worse still, there are troubling rumors surrounding the man she’s about to marry. When the truth behind the whispers explodes into violence, Salander emerges as Blomkvist’s last hope.

A pulse-pounding thriller, sees Salander and Blomkvist navigating a world of conspiracy and betrayal, old enemies and new friends, ice-bound wilderness and the global corporations that threaten to tear it apart.
Show more",3.42,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']","['to-read', 'currently-reading', '2024', '2023', 'thriller', 'fiction', 'mystery']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1698252152i/75523433.jpg,https://www.goodreads.com/book/show/75523433-the-girl-in-the-eagle-s-talons
The Elegance of the Hedgehog,Muriel Barbery,"A moving, funny, triumphant novel that exalts the quiet victories of the inconspicuous among us.

We are in the center of Paris, in an elegant apartment building inhabited by bourgeois families. Renée, the concierge, is witness to the lavish but vacuous lives of her numerous employers. Outwardly she conforms to every stereotype of the concierge: fat, cantankerous, addicted to television. Yet, unbeknownst to her employers, Renée is a cultured autodidact who adores art, philosophy, music, and Japanese culture. With humor and intelligence she scrutinizes the lives of the building's tenants, who for their part are barely aware of her existence.

Then there's Paloma, a twelve-year-old genius. She is the daughter of a tedious parliamentarian, a talented and startlingly lucid child who has decided to end her life on the sixteenth of June, her thirteenth birthday. Until then she will continue behaving as everyone expects her to behave: a mediocre pre-teen high on adolescent subculture, a good but not an outstanding student, an obedient if obstinate daughter.

Paloma and Renée hide both their true talents and their finest qualities from a world they suspect cannot or will not appreciate them. They discover their kindred souls when a wealthy Japanese man named Ozu arrives in the building. Only he is able to gain Paloma's trust and to see through Renée's timeworn disguise to the secret that haunts her. This is a moving, funny, triumphant novel that exalts the quiet victories of the inconspicuous among us.
Show more",3.80,"['Fiction', 'Book Club', 'France', 'Philosophy', 'Literary Fiction', 'Contemporary', 'Novels']","['to-read', 'currently-reading', 'fiction', 'favorites', 'book-club', 'france', 'french']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347755370i/2967752.jpg,https://www.goodreads.com/book/show/2967752-the-elegance-of-the-hedgehog
Prodigal Summer,Barbara Kingsolver,"Prodigal Summer weaves together three stories of human love within a larger tapestry of lives inhabiting the forested mountains and struggling small farms of southern Appalachia.

From her outpost in an isolated mountain cabin, Deanna Wolfe, a reclusive wildlife biologist, watches a den of coyotes that have recently migrated into the region. She is caught off-guard by a young hunter who invades her most private spaces and confounds her self-assured, solitary life. On a farm several miles down the mountain, Lusa Maluf Landowski, a bookish city girl turned farmer's wife, finds herself unexpectedly marooned in a strange place where she must declare or lose her attachment to the land that has become her own. And a few more miles down the road, a pair of elderly feuding neighbors tend their respective farms and wrangle about God, pesticides, and the possibilities of a future neither of them expected.

Over the course of one humid summer, these characters find their connections to one another and to the flora and fauna with whom they share a place. demonstrates a balance of narrative, drama and ideas that is characteristic of Barbara Kingsolver's finest work.
Show more",4.05,"['Fiction', 'Book Club', 'Nature', 'Contemporary', 'Literary Fiction', 'Novels', 'Audiobook']","['to-read', 'currently-reading', 'fiction', 'favorites', 'own', 'book-club', 'nature']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1426308771i/14249.jpg,https://www.goodreads.com/book/show/14249.Prodigal_Summer
The Aeneid,Virgil,"The Aeneid – thrilling, terrifying and poignant in equal measure – has inspired centuries of artists, writers and musicians.

Virgil’s epic tale tells the story of Aeneas, a Trojan hero, who flees his city after its fall, with his father Anchises and his young son Ascanius – for Aeneas is destined to found Rome and father the Roman race. As Aeneas journeys closer to his goal, he must first prove his worth and attain the maturity necessary for such an illustrious task. He battles raging storms in the Mediterranean, encounters the fearsome Cyclopes, falls in love with Dido, Queen of Carthage, travels into the Underworld and wages war in Italy.
Show more",3.87,"['Poetry', 'Fiction', 'Mythology', 'Classics', 'Literature', 'School', 'Fantasy']","['to-read', 'currently-reading', 'poetry', 'fiction', 'mythology', 'owned', 'favorites']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386923968i/12914.jpg,https://www.goodreads.com/book/show/12914.The_Aeneid
A Canticle for Leibowitz,Walter M. Miller Jr.,"In a nightmarish ruined world slowly awakening to the light after sleeping in darkness, the infant rediscoveries of science are secretly nourished by cloistered monks dedicated to the study and preservation of the relics and writings of the blessed Saint Isaac Leibowitz. From here the story spans centuries of ignorance, violence, and barbarism, viewing through a sharp, satirical eye the relentless progression of a human race damned by its inherent humanness to recelebrate its grand foibles and repeat its grievous mistakes.",3.99,"['Science Fiction', 'Fiction', 'Post Apocalyptic', 'Classics', 'Dystopia', 'Fantasy', 'Science Fiction Fantasy']","['to-read', 'science-fiction', 'currently-reading', 'sci-fi', 'fiction', 'favorites', 'post-apocalyptic']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1450516880i/164154.jpg,https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz
